callsign,Airlines,icao24,origin,destination,firstseen
AAL2300,American Airlines,ab236a,KORD,KDFW,4/4/2020
AAL41,American Airlines,ab1971,KORD,KDFW,4/4/2020
NKS903,,a67ca6,KORD,KDFW,4/4/2020
AAL2738,American Airlines,ac8a66,KORD,KDFW,4/4/2020
DAL1428,,a042db,KORD,KDFW,4/4/2020
AAL2517,American Airlines,adb014,KORD,KDFW,4/4/2020
AAL2428,American Airlines,ab10cb,KORD,KDFW,4/4/2020
AAL2911,American Airlines,adeddd,KORD,KDFW,4/4/2020
UAL775,,a24c77,KORD,KDFW,4/4/2020
AAL2346,American Airlines,abd3c7,KORD,KDFW,4/4/2020
AAL2501,American Airlines,ac2a33,KORD,KDFW,4/4/2020
AAL614,American Airlines,aaed0d,KORD,KDFW,4/4/2020
AAL651,American Airlines,ab271f,KORD,KDFW,4/4/2020
AAL2300,American Airlines,ab10cb,KORD,KDFW,4/5/2020
NKS903,,a65527,KORD,KDFW,4/5/2020
AAL2623,American Airlines,ab1839,KORD,KDFW,4/5/2020
AAL2220,American Airlines,a098f6,KORD,KDFW,4/5/2020
AAL1106,American Airlines,ab2c04,KORD,KDFW,4/5/2020
BOX418,,3c4585,KORD,KDFW,4/5/2020
AAL2346,American Airlines,a3b88e,KORD,KDFW,4/5/2020
UAL2169,,ab890a,KORD,KDFW,4/5/2020
AAL2501,American Airlines,ace6e2,KORD,KDFW,4/5/2020
AAL651,American Airlines,aae1ea,KORD,KDFW,4/5/2020
AAL2300,American Airlines,aaf47d,KORD,KDFW,4/6/2020
UAL2230,,a5aa3a,KORD,KDFW,4/6/2020
NKS903,,a67ca6,KORD,KDFW,4/6/2020
AAL2623,American Airlines,ab148e,KORD,KDFW,4/6/2020
AAL2428,American Airlines,ab034d,KORD,KDFW,4/6/2020
AAL1106,American Airlines,adb29f,KORD,KDFW,4/6/2020
AAL2346,American Airlines,ab975c,KORD,KDFW,4/6/2020
AAL2429,American Airlines,acb1e5,KORD,KDFW,4/6/2020
AAL2501,American Airlines,ac5cd7,KORD,KDFW,4/6/2020
AAL2300,American Airlines,aae1ea,KORD,KDFW,4/7/2020
NKS903,,a65c95,KORD,KDFW,4/7/2020
UPS607,,a553db,KORD,KDFW,4/7/2020
AAL1625,American Airlines,ac763e,KORD,KDFW,4/7/2020
UAL1841,,a61592,KORD,KDFW,4/7/2020
AAR2423,,71bc20,KORD,KDFW,4/7/2020
AAL2220,American Airlines,a0aa2b,KORD,KDFW,4/7/2020
AAL2429,American Airlines,adcdcc,KORD,KDFW,4/7/2020
AAL1907,American Airlines,ac67fc,KORD,KDFW,4/7/2020
UAL2169,,ab6542,KORD,KDFW,4/7/2020
AAL496,American Airlines,ab0d15,KORD,KDFW,4/7/2020
UAL2230,,a620b7,KORD,KDFW,4/8/2020
AAL2738,American Airlines,ad4390,KORD,KDFW,4/8/2020
UAL600,,a0bf8c,KORD,KDFW,4/8/2020
AAL2220,American Airlines,a18b71,KORD,KDFW,4/8/2020
AAL1907,American Airlines,ad385f,KORD,KDFW,4/8/2020
AAL496,American Airlines,ab79ca,KORD,KDFW,4/8/2020
UAL2230,,a620b7,KORD,KDFW,4/9/2020
UPS607,,a5465d,KORD,KDFW,4/9/2020
AAL2738,American Airlines,ad79eb,KORD,KDFW,4/9/2020
AAL328,American Airlines,abca00,KORD,KDFW,4/9/2020
AAL1625,American Airlines,abc292,KORD,KDFW,4/9/2020
AAL2517,American Airlines,ad2736,KORD,KDFW,4/9/2020
AAL2428,American Airlines,a0aa2b,KORD,KDFW,4/9/2020
UAL600,,ab9078,KORD,KDFW,4/9/2020
AAL1106,American Airlines,ad4afe,KORD,KDFW,4/9/2020
AAL2754,American Airlines,a3ed91,KORD,KDFW,4/9/2020
AAL1907,American Airlines,ac8e1d,KORD,KDFW,4/9/2020
AAL496,American Airlines,ab7fe6,KORD,KDFW,4/9/2020
UAL2230,,a620b7,KORD,KDFW,4/10/2020
UPS607,,a4f3a8,KORD,KDFW,4/10/2020
AAL1625,American Airlines,ab485e,KORD,KDFW,4/10/2020
UAL600,,a10e8b,KORD,KDFW,4/10/2020
AAL2220,American Airlines,a07522,KORD,KDFW,4/10/2020
AAL1106,American Airlines,ad5d5f,KORD,KDFW,4/10/2020
AAL2754,American Airlines,acd1f6,KORD,KDFW,4/10/2020
AAL496,American Airlines,ab0d15,KORD,KDFW,4/10/2020
AAL2738,American Airlines,a34209,KORD,KDFW,4/11/2020
AAL2428,American Airlines,a75b65,KORD,KDFW,4/11/2020
AAL2220,American Airlines,a07522,KORD,KDFW,4/11/2020
UAL775,,aaeb0e,KORD,KDFW,4/11/2020
AAL2598,American Airlines,ad1c11,KORD,KDFW,4/11/2020
AAL496,American Airlines,ab2ad8,KORD,KDFW,4/11/2020
UAL2230,,a57f04,KORD,KDFW,4/12/2020
AAL2738,American Airlines,ad4873,KORD,KDFW,4/12/2020
AAL1625,American Airlines,adcdcc,KORD,KDFW,4/12/2020
UAL600,,a135cb,KORD,KDFW,4/12/2020
AAL2517,American Airlines,adc532,KORD,KDFW,4/12/2020
AAL2220,American Airlines,ab674b,KORD,KDFW,4/12/2020
AAL1106,American Airlines,ad036e,KORD,KDFW,4/12/2020
BOX418,,3c4582,KORD,KDFW,4/12/2020
AAL2754,American Airlines,ac7f41,KORD,KDFW,4/12/2020
AAL496,American Airlines,aaed0d,KORD,KDFW,4/12/2020
UAL2230,,a5b1a8,KORD,KDFW,4/13/2020
AAL2738,American Airlines,ab8c37,KORD,KDFW,4/13/2020
AAL2428,American Airlines,a08efd,KORD,KDFW,4/13/2020
AAL2220,American Airlines,a0e086,KORD,KDFW,4/13/2020
AAL2754,American Airlines,a3f500,KORD,KDFW,4/13/2020
AAL1907,American Airlines,ad5398,KORD,KDFW,4/13/2020
AAL496,American Airlines,ab5fc9,KORD,KDFW,4/13/2020
UAL2230,,ab9f54,KORD,KDFW,4/14/2020
UPS607,,a55792,KORD,KDFW,4/14/2020
AAL2738,American Airlines,ad79eb,KORD,KDFW,4/14/2020
AAL1625,American Airlines,ab8880,KORD,KDFW,4/14/2020
AAR2423,,71be18,KORD,KDFW,4/14/2020
AAL1106,American Airlines,a33327,KORD,KDFW,4/14/2020
AAL1907,American Airlines,a3244a,KORD,KDFW,4/14/2020
AAL496,American Airlines,ab10cb,KORD,KDFW,4/14/2020
UAL2230,,ab9f54,KORD,KDFW,4/15/2020
UPS607,,a58ded,KORD,KDFW,4/15/2020
AAL2738,American Airlines,abc649,KORD,KDFW,4/15/2020
UAL600,,a5954e,KORD,KDFW,4/15/2020
AAL2220,American Airlines,a0a2bd,KORD,KDFW,4/15/2020
AAL1106,American Airlines,ab0e4c,KORD,KDFW,4/15/2020
FDX498,,a1412e,KORD,KDFW,4/15/2020
AAL2754,American Airlines,ad2862,KORD,KDFW,4/15/2020
AAL496,American Airlines,ab1839,KORD,KDFW,4/15/2020
UPS607,,a4f3a8,KORD,KDFW,4/16/2020
AAL2738,American Airlines,ab774b,KORD,KDFW,4/16/2020
QFA7558,,abbe4a,KORD,KDFW,4/16/2020
AAL2220,American Airlines,a0cdf3,KORD,KDFW,4/16/2020
AAL1106,American Airlines,adc65e,KORD,KDFW,4/16/2020
AAL2754,American Airlines,ac5cd7,KORD,KDFW,4/16/2020
AAL496,American Airlines,aae1ea,KORD,KDFW,4/16/2020
UPS607,,a54c6d,KORD,KDFW,4/17/2020
AAL2738,American Airlines,ad6758,KORD,KDFW,4/17/2020
AAL1625,American Airlines,ad1218,KORD,KDFW,4/17/2020
AAL2220,American Airlines,ade543,KORD,KDFW,4/17/2020
UAL600,,a16adc,KORD,KDFW,4/17/2020
AAL496,American Airlines,aaf47d,KORD,KDFW,4/17/2020
SKW3172,,aa4a90,KORD,KDFW,4/17/2020
AAL1625,American Airlines,ac5569,KORD,KDFW,4/18/2020
AAL2220,American Airlines,ac7e09,KORD,KDFW,4/18/2020
AAL2598,American Airlines,abe2a3,KORD,KDFW,4/18/2020
AAL1907,American Airlines,ad8769,KORD,KDFW,4/18/2020
AAL496,American Airlines,ab0d15,KORD,KDFW,4/18/2020
AAL2738,American Airlines,ab3214,KORD,KDFW,4/19/2020
AAL1625,American Airlines,aafd17,KORD,KDFW,4/19/2020
UAL600,,a611db,KORD,KDFW,4/19/2020
AAL2220,American Airlines,a0f566,KORD,KDFW,4/19/2020
AAL1106,American Airlines,adcdcc,KORD,KDFW,4/19/2020
BOX418,,3c458e,KORD,KDFW,4/19/2020
AAL2754,American Airlines,ad0725,KORD,KDFW,4/19/2020
AAL496,American Airlines,ab034d,KORD,KDFW,4/19/2020
AAL2738,American Airlines,ad5d5f,KORD,KDFW,4/20/2020
AAL1625,American Airlines,ad049a,KORD,KDFW,4/20/2020
UAL600,,a5c2dd,KORD,KDFW,4/20/2020
AAL2220,American Airlines,a4ba76,KORD,KDFW,4/20/2020
AAL1106,American Airlines,ac7f41,KORD,KDFW,4/20/2020
AAL2754,American Airlines,a336e3,KORD,KDFW,4/20/2020
AAL1907,American Airlines,adb014,KORD,KDFW,4/20/2020
AAL496,American Airlines,ab1bf0,KORD,KDFW,4/20/2020
AAL2738,American Airlines,ac8e1d,KORD,KDFW,4/21/2020
UPS607,,a4d9a7,KORD,KDFW,4/21/2020
AAL1625,American Airlines,a3f8b8,KORD,KDFW,4/21/2020
AAL2428,American Airlines,ad5398,KORD,KDFW,4/21/2020
AAR2423,,71bc13,KORD,KDFW,4/21/2020
AAL2220,American Airlines,a07b3e,KORD,KDFW,4/21/2020
AAL2754,American Airlines,a40027,KORD,KDFW,4/21/2020
AAL1907,American Airlines,a3f8b8,KORD,KDFW,4/21/2020
AAL496,American Airlines,aae1ea,KORD,KDFW,4/21/2020
UPS607,,a4d9a7,KORD,KDFW,4/22/2020
AAL2428,American Airlines,ab8c37,KORD,KDFW,4/22/2020
AAL2754,American Airlines,ad9b28,KORD,KDFW,4/22/2020
AAL496,American Airlines,ab7fe6,KORD,KDFW,4/22/2020
UPS607,,a5d57d,KORD,KDFW,4/23/2020
AAL2738,American Airlines,abca00,KORD,KDFW,4/23/2020
UAL600,,ab8cc1,KORD,KDFW,4/23/2020
AAL2220,American Airlines,a09188,KORD,KDFW,4/23/2020
AAL2754,American Airlines,ac5cd7,KORD,KDFW,4/23/2020
AAL1907,American Airlines,a3244a,KORD,KDFW,4/23/2020
AAL496,American Airlines,ab148e,KORD,KDFW,4/23/2020
UPS607,,a54c6d,KORD,KDFW,4/24/2020
AAL1625,American Airlines,ad0851,KORD,KDFW,4/24/2020
AAL2428,American Airlines,a0b550,KORD,KDFW,4/24/2020
GTI2428,,a5fc42,KORD,KDFW,4/24/2020
UAL600,,ab9078,KORD,KDFW,4/24/2020
AAL2220,American Airlines,a0f566,KORD,KDFW,4/24/2020
AAL2754,American Airlines,abe65a,KORD,KDFW,4/24/2020
AAL1907,American Airlines,ada16a,KORD,KDFW,4/24/2020
AAL496,American Airlines,ab1fa7,KORD,KDFW,4/24/2020
AAL2220,American Airlines,a08efd,KORD,KDFW,4/25/2020
AAL2598,American Airlines,ad2aed,KORD,KDFW,4/25/2020
AAL496,American Airlines,aaed0d,KORD,KDFW,4/25/2020
AAL1452,American Airlines,ac72af,KORD,KDFW,4/25/2020
AAL2738,American Airlines,ab40f0,KORD,KDFW,4/26/2020
GTI2428,,a5fc42,KORD,KDFW,4/26/2020
AAL1625,American Airlines,a336df,KORD,KDFW,4/26/2020
UAL600,,aaeb0e,KORD,KDFW,4/26/2020
AAL2220,American Airlines,ade543,KORD,KDFW,4/26/2020
BOX418,,3c458e,KORD,KDFW,4/26/2020
AAL2754,American Airlines,ac31a1,KORD,KDFW,4/26/2020
AAL496,American Airlines,ab1839,KORD,KDFW,4/26/2020
UAL600,,ab0b1f,KORD,KDFW,4/27/2020
AAL2220,American Airlines,a08a1a,KORD,KDFW,4/27/2020
AAL1106,American Airlines,ad84de,KORD,KDFW,4/27/2020
AAL496,American Airlines,ab034d,KORD,KDFW,4/27/2020
UPS607,,a4cfe0,KORD,KDFW,4/28/2020
AAL2738,American Airlines,ad5fea,KORD,KDFW,4/28/2020
UAL600,,ac55f3,KORD,KDFW,4/28/2020
AAL2220,American Airlines,ac8577,KORD,KDFW,4/28/2020
AAL2754,American Airlines,ab0a95,KORD,KDFW,4/28/2020
AAR2423,,71be20,KORD,KDFW,4/28/2020
AAL1907,American Airlines,ad0725,KORD,KDFW,4/28/2020
AAL496,American Airlines,ab271f,KORD,KDFW,4/29/2020
UPS607,,a5867f,KORD,KDFW,4/29/2020
AAL2738,American Airlines,a3f8b8,KORD,KDFW,4/29/2020
GTI2428,,a60b1e,KORD,KDFW,4/29/2020
AAL1625,American Airlines,ade2b8,KORD,KDFW,4/29/2020
AAL2220,American Airlines,adcca6,KORD,KDFW,4/29/2020
AAL1907,American Airlines,ad3d4e,KORD,KDFW,4/29/2020
AAL496,American Airlines,ab839d,KORD,KDFW,4/29/2020
UPS607,,a4e4cc,KORD,KDFW,4/30/2020
AAL2738,American Airlines,ab40f0,KORD,KDFW,4/30/2020
UAL600,,ab8cc1,KORD,KDFW,4/30/2020
AAL2220,American Airlines,a0e086,KORD,KDFW,4/30/2020
AAL1106,American Airlines,a3c9c5,KORD,KDFW,4/30/2020
AAL2754,American Airlines,ad4747,KORD,KDFW,4/30/2020
,,,,,
AAL2315,American Airlines,a03ce6,KPHX,KDEN,4/2/2020
SWA3772,,aa7a61,KPHX,KDEN,4/2/2020
FFT756,,a3db93,KPHX,KDEN,4/2/2020
SWA2370,,aaa201,KPHX,KDEN,4/2/2020
UAL1676,,a923cf,KPHX,KDEN,4/2/2020
AAL482,American Airlines,a87f51,KPHX,KDEN,4/2/2020
UAL2318,,a92384,KPHX,KDEN,4/2/2020
SWA2590,,aa7685,KPHX,KDEN,4/3/2020
SWA3772,,a30dc5,KPHX,KDEN,4/3/2020
AAL2315,American Airlines,a8bf73,KPHX,KDEN,4/3/2020
FFT756,,a3615f,KPHX,KDEN,4/3/2020
SWA2370,,aa6f17,KPHX,KDEN,4/3/2020
UAL1676,,a46d4f,KPHX,KDEN,4/3/2020
SWA1289,,abbc52,KPHX,KDEN,4/5/2020
SWA1860,,ab5f43,KPHX,KDEN,4/5/2020
SWA4984,,a214b3,KPHX,KDEN,4/6/2020
UAL2318,,a923ee,KPHX,KDEN,4/6/2020
SWA2635,,abe450,KPHX,KDEN,4/6/2020
AAL412,American Airlines,a0cfbd,KPHX,KDEN,4/6/2020
AAL2315,American Airlines,a8d5bd,KPHX,KDEN,4/7/2020
SWA950,,ac74e4,KPHX,KDEN,4/7/2020
SWA1802,,ab5bf0,KPHX,KDEN,4/7/2020
SWA2004,,aaa201,KPHX,KDEN,4/7/2020
SWA950,,a5468e,KPHX,KDEN,4/8/2020
UAL604,,a4cfd3,KPHX,KDEN,4/8/2020
SWA2004,,a2edb4,KPHX,KDEN,4/8/2020
UAL2318,,a4943f,KPHX,KDEN,4/8/2020
AAL2315,American Airlines,aaf5a9,KPHX,KDEN,4/9/2020
UAL1676,,a9dce9,KPHX,KDEN,4/9/2020
UAL604,,ab5056,KPHX,KDEN,4/9/2020
SWA2004,,a9807d,KPHX,KDEN,4/9/2020
AAL1743,American Airlines,ad9811,KPHX,KDEN,4/9/2020
UAL2318,,a923ee,KPHX,KDEN,4/9/2020
SWA2635,,abbc52,KPHX,KDEN,4/9/2020
UAL604,,a5f581,KPHX,KDEN,4/10/2020
AAL1743,American Airlines,a6c4d7,KPHX,KDEN,4/10/2020
UAL604,,ab9f54,KPHX,KDEN,4/11/2020
AAL1743,American Airlines,a684b5,KPHX,KDEN,4/11/2020
UAL2318,,a41e90,KPHX,KDEN,4/11/2020
SWA4994,,abf3da,KPHX,KDEN,4/12/2020
UAL1676,,a94ae3,KPHX,KDEN,4/12/2020
UAL604,,ac6886,KPHX,KDEN,4/12/2020
AAL1743,American Airlines,a6e131,KPHX,KDEN,4/12/2020
SWA1289,,abc0c1,KPHX,KDEN,4/12/2020
SWA1860,,abe09a,KPHX,KDEN,4/12/2020
SWA4984,,a2db21,KPHX,KDEN,4/13/2020
SWA1767,,a2cffc,KPHX,KDEN,4/13/2020
AAL2315,American Airlines,ab0e4c,KPHX,KDEN,4/13/2020
SWA4929,,a24c01,KPHX,KDEN,4/13/2020
UAL1676,,aaa593,KPHX,KDEN,4/13/2020
SWA1802,,a62c1a,KPHX,KDEN,4/13/2020
UAL604,,abb089,KPHX,KDEN,4/13/2020
SWA955,,a2e646,KPHX,KDEN,4/13/2020
SWA2635,,abb8ea,KPHX,KDEN,4/13/2020
AAL2315,American Airlines,aba891,KPHX,KDEN,4/14/2020
UAL604,,ab942f,KPHX,KDEN,4/14/2020
AAL1743,American Airlines,a7101e,KPHX,KDEN,4/14/2020
SWA2202,,ad1697,KPHX,KDEN,4/14/2020
UAL2318,,a44588,KPHX,KDEN,4/14/2020
SWA157,,acf2cf,KPHX,KDEN,4/15/2020
UAL604,,ab8cc1,KPHX,KDEN,4/15/2020
SWA1697,,a988d7,KPHX,KDEN,4/15/2020
AAL1743,American Airlines,acced9,KPHX,KDEN,4/15/2020
SWA2202,,abf351,KPHX,KDEN,4/15/2020
UAL2318,,a494c5,KPHX,KDEN,4/15/2020
SWA2216,,abb172,KPHX,KDEN,4/15/2020
AAL2315,American Airlines,acfd2c,KPHX,KDEN,4/16/2020
UAL1676,,aacd96,KPHX,KDEN,4/16/2020
SWA1730,,ab628c,KPHX,KDEN,4/16/2020
SWA157,,a9d41e,KPHX,KDEN,4/16/2020
SWA2202,,abec26,KPHX,KDEN,4/16/2020
SWA2216,,abec6c,KPHX,KDEN,4/16/2020
AAL2315,American Airlines,ab5383,KPHX,KDEN,4/17/2020
BTQ777,,ab1a2d,KPHX,KDEN,4/17/2020
SWA5531,,abb222,KPHX,KDEN,4/18/2020
SWA2458,,a74a5a,KPHX,KDEN,4/18/2020
AAL1743,American Airlines,a7d630,KPHX,KDEN,4/18/2020
SWA4336,,abd26b,KPHX,KDEN,4/18/2020
UAL1676,,aaa616,KPHX,KDEN,4/19/2020
SWA4819,,ab6316,KPHX,KDEN,4/19/2020
SWA2616,,abe475,KPHX,KDEN,4/20/2020
SWA1187,,ab5b2b,KPHX,KDEN,4/20/2020
SWA1730,,ab5b8c,KPHX,KDEN,4/20/2020
SWA1697,,a582f9,KPHX,KDEN,4/20/2020
BTQ901,,ab1a2d,KPHX,KDEN,4/20/2020
SWA2216,,aa7aeb,KPHX,KDEN,4/20/2020
SWA1730,,ab5bb1,KPHX,KDEN,4/21/2020
AAL1743,American Airlines,a4b065,KPHX,KDEN,4/21/2020
BTQ777,,ab1a2d,KPHX,KDEN,4/21/2020
SWA157,,aa9a57,KPHX,KDEN,4/22/2020
AAL1743,American Airlines,a4bb8a,KPHX,KDEN,4/22/2020
SWA2202,,ac83c0,KPHX,KDEN,4/22/2020
SWA2216,,abb995,KPHX,KDEN,4/22/2020
SWA2117,,a5b954,KPHX,KDEN,4/23/2020
UAL1676,,aa56d4,KPHX,KDEN,4/23/2020
SWA1730,,ab62ad,KPHX,KDEN,4/23/2020
SWA157,,ad21bc,KPHX,KDEN,4/23/2020
AAL1743,American Airlines,a138b8,KPHX,KDEN,4/23/2020
SWA2202,,abf29f,KPHX,KDEN,4/23/2020
AAL2315,American Airlines,abedc8,KPHX,KDEN,4/24/2020
SWA1839,,a5468e,KPHX,KDEN,4/24/2020
SWA1730,,a2d3b3,KPHX,KDEN,4/24/2020
UAL1676,,a9d5a2,KPHX,KDEN,4/24/2020
SWA1697,,ad5817,KPHX,KDEN,4/24/2020
AAL1743,American Airlines,a7302f,KPHX,KDEN,4/24/2020
SWA2216,,abd254,KPHX,KDEN,4/24/2020
UAL1676,,aa56db,KPHX,KDEN,4/25/2020
SWA5691,,abefba,KPHX,KDEN,4/25/2020
SWA4819,,ab62d3,KPHX,KDEN,4/25/2020
SWA3475,,aaa644,KPHX,KDEN,4/25/2020
SWA2458,,aaa96f,KPHX,KDEN,4/25/2020
AAL1743,American Airlines,a4b7d3,KPHX,KDEN,4/25/2020
BTQ901,,a785a0,KPHX,KDEN,4/25/2020
AAL1743,American Airlines,a762d3,KPHX,KDEN,4/26/2020
BTQ774,,ab1a2d,KPHX,KDEN,4/26/2020
SWA2202,,aab1d2,KPHX,KDEN,4/27/2020
BTQ774,,ab1a2d,KPHX,KDEN,4/27/2020
SWA1730,,ab5f1b,KPHX,KDEN,4/28/2020
BTQ774,,ab1a2d,KPHX,KDEN,4/28/2020
SWA2216,,abaeb2,KPHX,KDEN,4/28/2020
AAL2315,American Airlines,ab7394,KPHX,KDEN,4/29/2020
SWA1839,,aaa201,KPHX,KDEN,4/29/2020
AAL1743,American Airlines,a657bf,KPHX,KDEN,4/29/2020
,,,,,
NKS500,,ac8a63,KIAH,KORD,4/1/2020
UAL713,,a3c3e6,KIAH,KORD,4/1/2020
UAL2463,,a8102a,KIAH,KORD,4/1/2020
UAL1584,,a94b2e,KIAH,KORD,4/1/2020
NKS200,,a67ca6,KIAH,KORD,4/1/2020
ENY3621,,a2f6b3,KIAH,KORD,4/1/2020
UAL1899,,aa73b9,KIAH,KORD,4/1/2020
NKS500,,acd1f3,KIAH,KORD,4/2/2020
NKS200,,a6a425,KIAH,KORD,4/2/2020
UAL642,,a24c77,KIAH,KORD,4/2/2020
ENY3621,,a26f01,KIAH,KORD,4/2/2020
UAL390,,a50887,KIAH,KORD,4/2/2020
AAL2290,,aa1f97,KIAH,KORD,4/2/2020
NKS500,,acb599,KIAH,KORD,4/3/2020
UAL713,,aa5691,KIAH,KORD,4/3/2020
NKS200,,a67ca6,KIAH,KORD,4/3/2020
AAL1224,,aa1f97,KIAH,KORD,4/3/2020
UAL390,,a5dcde,KIAH,KORD,4/3/2020
UAL624,,a94b29,KIAH,KORD,4/3/2020
AAL2290,,ac763e,KIAH,KORD,4/3/2020
NKS500,,a7cfe3,KIAH,KORD,4/4/2020
NKS200,,a65527,KIAH,KORD,4/4/2020
UAL2743,,ac4717,KIAH,KORD,4/4/2020
UAL642,,a3b268,KIAH,KORD,4/4/2020
UAL390,,a5d927,KIAH,KORD,4/4/2020
AAL2290,,ab674b,KIAH,KORD,4/4/2020
NKS500,,acae2b,KIAH,KORD,4/5/2020
UAL1584,,a923a9,KIAH,KORD,4/5/2020
NKS200,,a67ca6,KIAH,KORD,4/5/2020
UAL624,,aa2bc5,KIAH,KORD,4/5/2020
AAL2290,,ac763e,KIAH,KORD,4/5/2020
ENY9803,,a21c4c,KIAH,KORD,4/5/2020
NKS500,,acc6ce,KIAH,KORD,4/6/2020
UAL1584,,a41e2c,KIAH,KORD,4/6/2020
AAL1224,,aaf0ce,KIAH,KORD,4/6/2020
NKS200,,a65c95,KIAH,KORD,4/6/2020
UAL642,,a92362,KIAH,KORD,4/6/2020
UAL390,,a4d5e3,KIAH,KORD,4/6/2020
UAL624,,a8d5a0,KIAH,KORD,4/6/2020
AAL2290,,aa2abc,KIAH,KORD,4/6/2020
UAL1899,,a28947,KIAH,KORD,4/6/2020
UAL2289,,a48dea,KIAH,KORD,4/6/2020
UAL1584,,a494c5,KIAH,KORD,4/7/2020
AAL1224,,aa7dad,KIAH,KORD,4/7/2020
NKS200,,a6a425,KIAH,KORD,4/7/2020
UAL642,,a92362,KIAH,KORD,4/7/2020
UAL390,,ab9f54,KIAH,KORD,4/7/2020
UAL624,,a836fb,KIAH,KORD,4/7/2020
UAL1899,,aa7e79,KIAH,KORD,4/7/2020
UAL2200,,aa7e7c,KIAH,KORD,4/7/2020
UAL2289,,a23a28,KIAH,KORD,4/7/2020
UAL713,,a885f4,KIAH,KORD,4/8/2020
AAL1224,,ab2372,KIAH,KORD,4/8/2020
UAL642,,a92362,KIAH,KORD,4/8/2020
UAL2741,,a20433,KIAH,KORD,4/8/2020
UAL390,,a58a29,KIAH,KORD,4/8/2020
UAL624,,a494c5,KIAH,KORD,4/8/2020
UAL1899,,a837a6,KIAH,KORD,4/8/2020
UAL2289,,a43ec9,KIAH,KORD,4/8/2020
UAL713,,aa7abd,KIAH,KORD,4/9/2020
NKS500,,a68414,KIAH,KORD,4/9/2020
AAL1224,,ab674b,KIAH,KORD,4/9/2020
UAL642,,a445ef,KIAH,KORD,4/9/2020
SKW1357,,acd9d0,KIAH,KORD,4/9/2020
UAL390,,a61949,KIAH,KORD,4/9/2020
UAL624,,a94b2b,KIAH,KORD,4/9/2020
UAL1899,,a81005,KIAH,KORD,4/9/2020
UAL2289,,a55ef3,KIAH,KORD,4/10/2020
UAL713,,a8856d,KIAH,KORD,4/10/2020
NKS500,,a678ef,KIAH,KORD,4/10/2020
UAL642,,a445ef,KIAH,KORD,4/10/2020
UAL390,,ab3655,KIAH,KORD,4/10/2020
UAL624,,a5d28e,KIAH,KORD,4/10/2020
UAL1899,,aa7abe,KIAH,KORD,4/10/2020
UAL713,,a5d28e,KIAH,KORD,4/11/2020
NKS500,,a68414,KIAH,KORD,4/11/2020
UAL642,,aa7e7b,KIAH,KORD,4/11/2020
UAL390,,ab4c9f,KIAH,KORD,4/11/2020
UAL624,,a445ef,KIAH,KORD,4/11/2020
UAL1899,,a8d5a0,KIAH,KORD,4/11/2020
UAL2289,,ac6118,KIAH,KORD,4/11/2020
UAL713,,a46d4a,KIAH,KORD,4/12/2020
NKS500,,a678ef,KIAH,KORD,4/12/2020
UAL642,,a44544,KIAH,KORD,4/12/2020
UAL390,,a5c2dd,KIAH,KORD,4/12/2020
UAL624,,a44611,KIAH,KORD,4/12/2020
UAL1899,,a8d4b0,KIAH,KORD,4/12/2020
UAL2289,,a5954e,KIAH,KORD,4/12/2020
UAL713,,a44611,KIAH,KORD,4/13/2020
NKS500,,a68414,KIAH,KORD,4/13/2020
UAL642,,a8fc2e,KIAH,KORD,4/13/2020
ASQ3913,,a116ad,KIAH,KORD,4/13/2020
UAL390,,a5b55f,KIAH,KORD,4/13/2020
UAL624,,a4943f,KIAH,KORD,4/13/2020
UAL1899,,a41e94,KIAH,KORD,4/13/2020
UAL2289,,ac55f3,KIAH,KORD,4/13/2020
NKS500,,a678ef,KIAH,KORD,4/14/2020
UAL642,,a46d4a,KIAH,KORD,4/14/2020
ASQ3913,,a03332,KIAH,KORD,4/14/2020
UAL624,,aa7e79,KIAH,KORD,4/14/2020
UAL1899,,a94bff,KIAH,KORD,4/14/2020
UAL2289,,ac234f,KIAH,KORD,4/14/2020
UAL713,,a224fa,KIAH,KORD,4/15/2020
NKS500,,a6c436,KIAH,KORD,4/15/2020
UAL642,,a8fc09,KIAH,KORD,4/15/2020
ASQ3913,,a041a6,KIAH,KORD,4/15/2020
UAL390,,a59b5e,KIAH,KORD,4/15/2020
UAL624,,aa7e7b,KIAH,KORD,4/15/2020
UAL1899,,a94b48,KIAH,KORD,4/15/2020
UAL713,,a41e90,KIAH,KORD,4/16/2020
NKS500,,a6a425,KIAH,KORD,4/16/2020
UAL642,,a94bfc,KIAH,KORD,4/16/2020
UAL390,,aae757,KIAH,KORD,4/16/2020
UAL1899,,a81006,KIAH,KORD,4/16/2020
NKS500,,a6a425,KIAH,KORD,4/17/2020
UAL642,,a41e29,KIAH,KORD,4/17/2020
UAL390,,ab0b1f,KIAH,KORD,4/17/2020
UAL624,,a23a28,KIAH,KORD,4/17/2020
UAL1899,,a83787,KIAH,KORD,4/17/2020
UAL713,,a39fb7,KIAH,KORD,4/18/2020
NKS500,,a6a425,KIAH,KORD,4/18/2020
UAL642,,a94ae3,KIAH,KORD,4/18/2020
UAL390,,a58de0,KIAH,KORD,4/18/2020
UAL624,,a41e29,KIAH,KORD,4/18/2020
UAL1899,,a8d5a0,KIAH,KORD,4/18/2020
UAL713,,a135cb,KIAH,KORD,4/19/2020
NKS500,,a69549,KIAH,KORD,4/19/2020
